count,city,state
15,Cozad,NE
15,Velva,ND
15,Staley,NC
15,Spruce Pine,NC
15,Mount Holly,NC
15,Broadway,NC
15,Pleasant Hill,NC
15,Ahoskie,NC
15,West End,NC
15,Rose Hill,NC
15,Dutton,MT
15,Wilsall,MT
15,Greenville,MS
15,Dearborn,MO
15,Currie,MN
15,Marine On Saint Croix,MN
15,Isabella,MN
15,Danube,MN
15,Sebeka,MN
15,Barrett,MN
15,Good Thunder,MN
15,Okabena,MN
15,Rockwood,MI
15,Flat Rock,MI
15,Three Rivers,MI
15,Clarklake,MI
15,La Salle,MI
15,Biddeford,ME
15,Saint Michaels,MD
15,Marydel,MD
15,Huntingtown,MD
15,Assonet,MA
15,Newton Lower Falls,MA
15,East Boston,MA
15,Iowa,LA
15,Monroe,LA
15,Walton,KY
15,Paducah,KY
15,Basehor,KS
15,Marion,IN
15,Brownsburg,IN
15,Chalmers,IN
15,Hawthorn Woods,IL
15,Hainesville,IL
15,Burr Ridge,IL
15,Cherry Valley,IL
15,Homewood,IL
15,Cedar Falls,IA
15,Peachtree City,GA
15,Lilburn,GA
15,Bonaire,GA
15,Jasper,GA
15,Pembroke,GA
15,Rome,GA
15,Ball Ground,GA
15,Clarksville,FL
15,University Park,FL
15,Howey In The Hills,FL
15,Greenwood,DE
15,Plainfield,CT
15,Winsted,CT
15,Voluntown,CT
15,Gales Ferry,CT
15,Hugo,CO
15,Hartsel,CO
15,Franktown,CO
15,McClellan,CA
15,Woodacre,CA
15,Birds Landing,CA
15,Bangor,CA
15,Albany,CA
15,Maywood,CA
15,Seiad Valley,CA
15,Winnetka,CA
15,Woody,CA
15,Oro Valley,AZ
15,Magnolia,AR
15,Kingsland,AR
15,Cuba,AL
14,Summersville,WV
14,Beloit,WI
14,Richfield,WI
14,Elkhorn,WI
14,Roberts,WI
14,Medina,WA
14,McCleary,WA
14,Ellensburg,WA
14,Cusick,WA
14,Lebanon,VA
14,New Church,VA
14,Blue Ridge,VA
14,Temperanceville,VA
14,Accomac,VA
14,Virgin,UT
14,Eagle Mountain,UT
14,Palmer,TX
14,Wharton,TX
14,Frisco,TX
14,Strawberry Plains,TN
14,Maryville,TN
14,Spring Hill,TN
14,Winchester,TN
14,Fork,SC
14,Islandton,SC
14,Hampton,SC
14,Cheswick,PA
14,Brogue,PA
14,Schnecksville,PA
14,Waterfall,PA
14,Finleyville,PA
14,Union City,PA
14,Millheim,PA
14,Madisonburg,PA
14,Troy,PA
14,Covington,PA
14,Prospect Park,PA
14,Irvona,PA
14,Newtown,PA
14,Rebersburg,PA
14,Smithmill,PA
14,Albion,PA
14,Monongahela,PA
14,Summerville,PA
14,Homer City,PA
14,Leesport,PA
14,Honey Grove,PA
14,Tygh Valley,OR
14,Choctaw,OK
14,Mustang,OK
14,Shawnee,OK
14,Middletown,OH
14,Lockbourne,OH
14,Brecksville,OH
14,Mount Sterling,OH
14,Barberton,OH
14,West Farmington,OH
14,Macedonia,OH
14,Hebron,OH
14,Pickerington,OH
14,Northwood,OH
14,Kinderhook,NY
14,Farmingville,NY
14,Deposit,NY
14,Calverton,NY
14,Rotterdam Junction,NY
14,Johnstown,NY
14,Tomkins Cove,NY
14,Lowville,NY
14,Valley Cottage,NY
14,Attica,NY
14,Gloversville,NY
14,Woodhaven,NY
14,Keeseville,NY
14,Bridgeport,NY
14,Albion,NY
14,Carthage,NY
14,Stateline,NV
14,Spring Creek,NV
14,Bosque Farms,NM
14,Sussex,NJ
14,Morris Plains,NJ
14,Randolph,NJ
14,Manalapan,NJ
14,Haddon Township,NJ
14,Rumson,NJ
14,Epping,NH
14,Valley,NE
14,Fremont,NE
14,Medora,ND
14,Franklinville,NC
14,Laurel Hill,NC
14,Eagle Springs,NC
14,Albemarle,NC
14,Tryon,NC
14,Hamlet,NC
14,Norwood,NC
14,Richlands,NC
14,La Grange,NC
14,Cashiers,NC
14,Franklin,NC
14,Loma,MT
14,Harlem,MT
14,Glasgow,MT
14,McComb,MS
14,Coldwater,MS
14,Vancleave,MS
14,Pelahatchie,MS
14,Oakland,MS
14,Diberville,MS
14,Sawyer,MN
14,Carlos,MN
14,Roscoe,MN
14,South Haven,MN
14,Naubinway,MI
14,Bridgeport,MI
14,Gaylord,MI
14,Petoskey,MI
14,Berrien Springs,MI
14,Potterville,MI
14,Saline,MI
14,Union Pier,MI
14,Kennebunk,ME
14,Cape Neddick,ME
14,Taneytown,MD
14,Brentwood,MD
14,East Walpole,MA
14,Chestnut Hill,MA
14,Wareham,MA
14,Reading,MA
14,Schriever,LA
14,Vivian,LA
14,Madisonville,LA
14,La Grange,KY
14,Crittenden,KY
14,De Soto,KS
14,Camby,IN
14,Carmel,IN
14,Cicero,IN
14,Peru,IN
14,Bellwood,IL
14,Riverwoods,IL
14,Minooka,IL
14,Old Mill Creek,IL
14,Mount Prospect,IL
14,Dekalb,IL
14,Denison,IA
14,Le Mars,IA
14,Fairfield,IA
14,Rutledge,GA
14,Brookhaven,GA
14,Kingsland,GA
14,Barney,GA
14,Loxahatchee,FL
14,Boca Grande,FL
14,Lithia,FL
14,Frostproof,FL
14,Fort Denaud,FL
14,Amston,CT
14,Mansfield Center,CT
14,Wray,CO
14,Walden,CO
14,Bennett,CO
14,Loma,CO
14,Las Animas,CO
14,Tres Pinos,CA
14,Grizzly Flats,CA
14,Forbestown,CA
14,Point Mugu Nawc,CA
14,Northridge,CA
14,Farmersville,CA
14,Rancho Dominguez,CA
14,Laguna Woods,CA
14,Tonto Basin,AZ
14,Youngtown,AZ
14,Clifton,AZ
14,Stanfield,AZ
14,Siloam Springs,AR
14,Fordyce,AR
14,Brundidge,AL
14,Winfield,AL
14,Midland City,AL
14,Chelsea,AL
14,Fort Mitchell,AL
13,Chugwater,WY
13,Exchange,WV
13,Caldwell,WV
13,Montgomery,WV
13,Flatwoods,WV
13,Kenna,WV
13,Delafield,WI
13,Sheboygan,WI
13,Ariel,WA
13,Peshastin,WA
13,Veradale,WA
13,Cheney,WA
13,Covington,WA
13,Camano Island,WA
13,Richmond,VT
13,Dayton,VA
13,Blairs,VA
13,Zuni,VA
13,Gate City,VA
13,Lancaster,VA
13,Glade Hill,VA
13,Dunnsville,VA
13,Lambsburg,VA
13,Spout Spring,VA
13,Buckingham,VA
13,Freeman,VA
13,Dillwyn,VA
13,White Stone,VA
13,Rixeyville,VA
13,Champlain,VA
13,Nassawadox,VA
13,Greenwich,UT
13,Enterprise,UT
13,East Carbon,UT
13,Crowley,TX
13,Seguin,TX
13,Beaumont,TX
13,Crosby,TX
13,Dripping Springs,TX
13,Bells,TN
13,Centerville,TN
13,Arrington,TN
13,Seymour,TN
13,Adams,TN
13,Erin,TN
13,Mount Bethel,PA
13,Wellsville,PA
13,White Oak,PA
13,Vintondale,PA
13,North Bend,PA
13,Sabinsville,PA
13,Titusville,PA
13,La Jose,PA
13,Pequea,PA
13,Robesonia,PA
13,Mc Donald,PA
13,Brogan,OR
13,Westlake,OR
13,New Pine Creek,OR
13,West Chester,OH
13,Groveport,OH
13,New Lebanon,OH
13,Canfield,OH
13,Amherst,OH
13,Owego,NY
13,Round Lake,NY
13,Oakdale,NY
13,Lee Center,NY
13,Cassville,NY
13,Walton,NY
13,Sherrill,NY
13,Lisle,NY
13,Caballo,NM
13,Brooklawn,NJ
13,Spotswood,NJ
13,Beverly,NJ
13,West Long Branch,NJ
13,Montague,NJ
13,Plainfield,NJ
13,Seaside Heights,NJ
13,Scribner,NE
13,Ashland,NE
13,Blair,NE
13,Cleveland,ND
13,Towner,ND
13,Harvey,ND
13,Menoken,ND
13,Sentinel Butte,ND
13,Gladstone,ND
13,Driscoll,ND
13,Pinetops,NC
13,Gates,NC
13,Julian,NC
13,Whiteville,NC
13,Warrenton,NC
13,Lowgap,NC
13,Ronda,NC
13,Brevard,NC
13,Absarokee,MT
13,Silver Star,MT
13,Zortman,MT
13,Raynesford,MT
13,Dixon,MT
13,Bogue Chitto,MS
13,Moselle,MS
13,Crystal Springs,MS
13,Marshall,MO
13,Mount Vernon,MO
13,Le Roy,MN
13,Erskine,MN
13,Brooten,MN
13,Nerstrand,MN
13,Buffalo Lake,MN
13,Canton,MN
13,Saint Paul Park,MN
13,Hines,MN
13,Grygla,MN
13,Coleraine,MN
13,Ionia,MI
13,Haslett,MI
13,Dundee,MI
13,Luna Pier,MI
13,Little Orleans,MD
13,Washington,MD
13,Hollywood,MD
13,Morningside,MD
13,Conowingo,MD
13,Chesapeake City,MD
13,Lee,MA
13,Holden,LA
13,Egan,LA
13,Haughton,LA
13,Gibsland,LA
13,Westfield,IN
13,Auburn,IN
13,Winchester,IN
13,Sunman,IN
13,Haubstadt,IN
13,Lowell,IN
13,Mishawaka,IN
13,Huntington,IN
13,Veedersburg,IN
13,Troy,IL
13,Glen Carbon,IL
13,Wilmington,IL
13,Inkom,ID
13,Saint Maries,ID
13,Clinton,IA
13,Eddyville,IA
13,Hinesville,GA
13,Eatonton,GA
13,Colquitt,GA
13,Tifton,GA
13,Bradenton Beach,FL
13,Magnolia,DE
13,Camden Wyoming,DE
13,Capitol Heights,DC
13,Deep River,CT
13,Litchfield,CT
13,Wellington,CO
13,Westcliffe,CO
13,Burlington,CO
13,Durango,CO
13,Cortez,CO
13,Coalmont,CO
13,Bond,CO
13,Burnt Ranch,CA
13,Alderpoint,CA
13,Elk Creek,CA
13,Trinity Center,CA
13,Randsburg,CA
13,Harmony,CA
13,Caspar,CA
13,Orcutt,CA
13,Cypress,CA
13,Ragged Point,CA
13,Vail,AZ
13,Harrison,AR
13,Hoxie,AR
13,Hampton,AR
13,Heber Springs,AR
13,Ward,AR
13,Cove,AR
13,Fort Deposit,AL
13,Lowndesboro,AL
13,Titus,AL
13,Cusseta,AL
12,Amma,WV
12,La Crosse,WI
12,Mattawa,WA
12,Mossyrock,WA
12,Morton,WA
12,Pullman,WA
12,Cosmopolis,WA
12,Yakima,WA
12,Rainier,WA
12,Drakes Branch,VA
12,Saluda,VA
12,Fork Union,VA
12,Church Road,VA
12,Farnham,VA
12,Melfa,VA
12,Collinsville,VA
12,Monroe,VA
12,Manassas Park,VA
12,Gladys,VA
12,Port Royal,VA
12,Fulks Run,VA
12,Pamplin,VA
12,Hooper,UT
12,Leeds,UT
12,Colleyville,TX
12,Iowa Park,TX
12,Jarrell,TX
12,Lago Vista,TX
12,Newcomb,TN
12,Bethpage,TN
12,Greenbrier,TN
12,Sellers,SC
12,Johns Island,SC
12,Troy,SC
12,Little Rock,SC
12,Nesmith,SC
12,Derrick City,PA
12,Locust Gap,PA
12,Homestead,PA
12,Conestoga,PA
12,Mayport,PA
12,Leetsdale,PA
12,Blakeslee,PA
12,Spruce Creek,PA
12,Pennsylvania Furnace,PA
12,Madera,PA
12,New Florence,PA
12,Morris,PA
12,Karthaus,PA
12,Lucinda,PA
12,Bath,PA
12,Warriors Mark,PA
12,Oakland Mills,PA
12,Bechtelsville,PA
12,Laurel Run,PA
12,Westover,PA
12,Garnet Valley,PA
12,Indiana,PA
12,Pocono Lake,PA
12,Burnt Cabins,PA
12,Worthington,PA
12,Perryopolis,PA
12,Pulaski,PA
12,Dayville,OR
12,Columbia City,OR
12,Brownsville,OR
12,Newalla,OK
12,Norman,OK
12,Orient,OH
12,Port Clinton,OH
12,Richfield,OH
12,Zanesville,OH
12,Streetsboro,OH
12,Lewisburg,OH
12,Vandalia,OH
12,Marcellus,NY
12,Stone Ridge,NY
12,Elma,NY
12,Ridge,NY
12,East Berne,NY
12,Livingston Manor,NY
12,Leeds,NY
12,Depew,NY
12,Glen Head,NY
12,Tappan,NY
12,Evans Mills,NY
12,Glenfield,NY
12,Mendon,NY
12,Queens,NY
12,Skaneateles,NY
12,Wevertown,NY
12,Hancock,NY
12,Oriskany Falls,NY
12,Cold Spring Harbor,NY
12,Sanborn,NY
12,Avon,NY
12,Candor,NY
12,Schroon Lake,NY
12,Carlin,NV
12,Vado,NM
12,Ribera,NM
12,Chatham,NJ
12,Waldwick,NJ
12,Woodstown,NJ
12,Seabrook,NH
12,Greenland,NH
12,Hooper,NE
12,Big Springs,NE
12,Devils Lake,ND
12,Harwood,ND
12,Carrington,ND
12,Cartwright,ND
12,Dawson,ND
12,Cummings,ND
12,Lisbon,ND
12,Manvel,ND
12,Burnsville,NC
12,Elm City,NC
12,Deep Run,NC
12,King,NC
12,Beulaville,NC
12,Cherryville,NC
12,Troy,NC
12,Jamestown,NC
12,Union Mills,NC
12,Stoneville,NC
12,Toston,MT
12,Warm Springs,MT
12,Geyser,MT
12,Senatobia,MS
12,Blue Springs,MS
12,Dent,MN
12,Nashwauk,MN
12,Kandiyohi,MN
12,Peterson,MN
12,Clitherall,MN
12,Aldrich,MN
12,Trimont,MN
12,Young America,MN
12,Belview,MN
12,Mcgregor,MN
12,Lyle,MN
12,Elysian,MN
12,Ruthton,MN
12,DeWitt,MI
12,Roscommon,MI
12,Tipton,MI
12,Olney,MD
12,Mount Rainier,MD
12,Montgomery Village,MD
12,Fairplay,MD
12,Whaleyville,MD
12,Amesbury,MA
12,Warren,MA
12,South Yarmouth,MA
12,West Springfield,MA
12,Holyoke,MA
12,Boxford,MA
12,Bolton,MA
12,Wellesley Hills,MA
12,Berkley,MA
12,Fitchburg,MA
12,Avon,MA
12,Newton,MA
12,Oil City,LA
12,Convent,LA
12,Pratt,KS
12,Tonganoxie,KS
12,Lizton,IN
12,Petersburg,IN
12,Shipshewana,IN
12,Birdseye,IN
12,Grandview,IN
12,Waynetown,IN
12,Attica,IN
12,Wolcott,IN
12,Romeoville,IL
12,Elburn,IL
12,Morris,IL
12,Springfield,IL
12,Woodstock,IL
12,New Meadows,ID
12,Harrison,ID
12,Filer,ID
12,McCammon,ID
12,Moscow,ID
12,Dike,IA
12,Tipton,IA
12,Independence,IA
12,La Porte City,IA
12,Salix,IA
12,Bondurant,IA
12,Jesup,IA
12,Sibley,IA
12,Carrollton,GA
12,Woodbine,GA
12,Milledgeville,GA
12,Jeffersonville,GA
12,Riverdale,GA
12,Dawsonville,GA
12,Norwood,GA
12,Camilla,GA
12,Indian Harbour Beach,FL
12,Cedar Key,FL
12,Dover AFB,DE
12,Bolton,CT
12,Bozrah,CT
12,Sharon,CT
12,Thompson,CT
12,Oxford,CT
12,Fort Garland,CO
12,South Fork,CO
12,Woodland Park,CO
12,Centennial,CO
12,Drake,CO
12,Port Costa,CA
12,Posey,CA
12,Pacific Grove,CA
12,Strawberry Valley,CA
12,Cabazon,CA
12,Beale AFB,CA
12,Cornville,AZ
12,Cochise,AZ
12,Gravette,AR
12,Corning,AR
12,Green Forest,AR
12,Rose Bud,AR
12,Pocahontas,AR
12,Lawley,AL
12,Ashville,AL
12,Montevallo,AL
12,Somerville,AL
12,Ramer,AL
12,Silas,AL
12,Horton,AL
11,Kaycee,WY
11,Evansville,WY
11,Spanishburg,WV
11,Kearneysville,WV
11,Belington,WV
11,Franksville,WI
11,Stoughton,WI
11,Neenah,WI
11,Dallesport,WA
11,Skykomish,WA
11,Allyn,WA
11,Raymond,WA
11,Valley,WA
11,Rockport,WA
11,Medical Lake,WA
11,White Salmon,WA
11,Rileyville,VA
11,Ferrum,VA
11,Halifax,VA
11,Baskerville,VA
11,Star Tannery,VA
11,Pearisburg,VA
11,Upperville,VA
11,Kenbridge,VA
11,Catharpin,VA
11,Surry,VA
11,Nathalie,VA
11,Highland,UT
11,Eden,UT
11,Moroni,UT
11,Kingston,UT
11,Castle Dale,UT
11,Koosharem,UT
11,Skull Valley,UT
11,Marble Falls,TX
11,Volente,TX
11,Andersonville,TN
11,Stanton,TN
11,Wildersville,TN
11,Nunnelly,TN
11,Pikeville,TN
11,Shelbyville,TN
11,College Grove,TN
11,Port Royal,SC
11,Chappells,SC
11,Hickory Grove,SC
11,Smyrna,SC
11,Cordesville,SC
11,North Scituate,RI
11,West Warwick,RI
11,Saint Michael,PA
11,Prosperity,PA
11,Harrison City,PA
11,Akron,PA
11,Highspire,PA
11,Pen Argyl,PA
11,Felton,PA
11,Carbondale,PA
11,Warrendale,PA
11,Carmichaels,PA
11,Dunbar,PA
11,Marienville,PA
11,Palmerton,PA
11,Baden,PA
11,Columbia Cross Roads,PA
11,Barto,PA
11,Hastings,PA
11,Zieglerville,PA
11,Frederick,PA
11,Westport,PA
11,Austin,PA
11,Meadville,PA
11,Lafayette,OR
11,Cascadia,OR
11,Neotsu,OR
11,Ashville,OH
11,Ravenna,OH
11,Fremont,OH
11,Union City,OH
11,North Canton,OH
11,Buskirk,NY
11,Elmont,NY
11,Crompond,NY
11,Glen Oaks,NY
11,North Hudson,NY
11,Geneseo,NY
11,Parish,NY
11,Greenlawn,NY
11,Wurtsboro,NY
11,Springwater,NY
11,Tivoli,NY
11,Inwood,NY
11,Liberty,NY
11,Fabius,NY
11,Walden,NY
11,Lyons Falls,NY
11,Central Square,NY
11,Hawthorne,NV
11,Mountain City,NV
11,Las Vegas,NM
11,Newfoundland,NJ
11,Somerville,NJ
11,Newton,NJ
11,Wrightstown,NJ
11,Hillsborough,NJ
11,Little Ferry,NJ
11,Pompton Plains,NJ
11,Maxwell,NE
11,Auburn,NE
11,Solen,ND
11,Millers Creek,NC
11,Powells Point,NC
11,Oak Ridge,NC
11,Williamston,NC
11,Rosman,NC
11,Moncure,NC
11,Shallotte,NC
11,Plymouth,NC
11,Lawndale,NC
11,Climax,NC
11,State Road,NC
11,Magnolia,NC
11,Manson,NC
11,Laurel Springs,NC
11,Sheridan,MT
11,Wise River,MT
11,Yazoo City,MS
11,Lumberton,MS
11,Conway,MO
11,Walnut Grove,MO
11,Higginsville,MO
11,Wahkon,MN
11,Barnesville,MN
11,Kabetogama,MN
11,Warsaw,MN
11,Dawson,MN
11,Twin Lakes,MN
11,Sunburg,MN
11,Hokah,MN
11,Laingsburg,MI
11,Three Oaks,MI
11,Ashley,MI
11,Hartford,MI
11,West Olive,MI
11,Union,MI
11,Leslie,MI
11,Columbus,MI
11,Hamilton,MI
11,Topsham,ME
11,Church Creek,MD
11,Upperco,MD
11,Cheltenham,MD
11,Glen Echo,MD
11,Wye Mills,MD
11,White Hall,MD
11,West Newton,MA
11,Westport,MA
11,Middleboro,MA
11,Milford,MA
11,Westwood,MA
11,Addis,LA
11,Rushville,IN
11,Avon,IN
11,Vincennes,IN
11,Corydon,IN
11,Batesville,IN
11,Lake Village,IN
11,Versailles,IN
11,Farmland,IN
11,Milroy,IN
11,Bristol,IN
11,Decatur,IN
11,Lake Barrington,IL
11,North Barrington,IL
11,Blue Island,IL
11,East Peoria,IL
11,Murphy,ID
11,Horseshoe Bend,ID
11,Kellogg,ID
11,Athol,ID
11,Cherokee,IA
11,Storm Lake,IA
11,Dyersville,IA
11,Prole,IA
11,Chariton,IA
11,Rockmart,GA
11,Crawfordville,GA
11,Hamilton,GA
11,Waynesboro,GA
11,Douglas,GA
11,Brooklet,GA
11,Sumterville,FL
11,Belle Glade,FL
11,Sidell,FL
11,Lake Alfred,FL
11,Carrabelle,FL
11,Keystone Heights,FL
11,Frankford,DE
11,East Canaan,CT
11,East Haddam,CT
11,New Fairfield,CT
11,Silverthorne,CO
11,Manzanola,CO
11,Jefferson,CO
11,Bayfield,CO
11,Gill,CO
11,Milliken,CO
11,Meeker,CO
11,Silverton,CO
11,Los Altos Hills,CA
11,Platina,CA
11,Sierra City,CA
11,Mccloud,CA
11,Lagunitas,CA
11,Canyon Dam,CA
11,El Portal,CA
11,Adin,CA
11,Challenge,CA
11,Loma Mar,CA
11,Saint Johns,AZ
11,Roosevelt,AZ
11,Waldo,AR
11,Knobel,AR
11,Knoxville,AR
11,Tillar,AR
11,Mena,AR
11,Berry,AL
11,Sterrett,AL
11,Perdido,AL
11,Fayette,AL
11,Muscadine,AL
11,Graysville,AL
10,Oak Hill,WV
10,Scarbro,WV
10,Salem,WV
10,Clarksburg,WV
10,West Union,WV
10,Edgerton,WI
10,Cottage Grove,WI
10,Allenton,WI
10,Mukilteo,WA
10,Duvall,WA
10,Lilliwaup,WA
10,Lind,WA
10,Tukwila,WA
10,Thorp,WA
10,Bonney Lake,WA
10,Goldvein,VA
10,Onley,VA
10,Gladstone,VA
10,Pounding Mill,VA
10,Alton,VA
10,Saint Stephens Church,VA
10,Meherrin,VA
10,Amissville,VA
10,Wilsons,VA
10,Dutton,VA
10,Penhook,VA
10,Belle Haven,VA
10,Ivor,VA
10,Goodview,VA
10,Orderville,UT
10,Mount Carmel,UT
10,Sherman,TX
10,Marion,TX
10,Ranger,TX
10,Pharr,TX
10,La Grange,TX
10,Haslet,TX
10,Melissa,TX
10,Columbus,TX
10,Oneida,TN
10,Millington,TN
10,Westmoreland,TN
10,Louisville,TN
10,Rocky Top,TN
10,Philadelphia,TN
10,Whitwell,TN
10,Erwin,TN
10,Huron,SD
10,Modoc,SC
10,Ruby,SC
10,Bryn Athyn,PA
10,Orefield,PA
10,Shelocta,PA
10,Mc Sherrystown,PA
10,New Albany,PA
10,Pleasant Gap,PA
10,Clearville,PA
10,Mainesburg,PA
10,Shenandoah,PA
10,Mifflinville,PA
10,Turtlepoint,PA
10,Hallstead,PA
10,Mount Gretna,PA
10,Oakmont,PA
10,Elkland,PA
10,Bartonsville,PA
10,Freeburg,PA
10,Verona,PA
10,New Berlin,PA
10,Freeport,PA
10,Millmont,PA
10,Graysville,PA
10,Corry,PA
10,Pocono Summit,PA
10,Hickory,PA
10,East Pittsburgh,PA
10,Fairless Hills,PA
10,Dalton,PA
10,Harborcreek,PA
10,Avis,PA
10,Glenville,PA
10,Lakeside,OR
10,Bethany,OK
10,Galena,OH
10,Xenia,OH
10,Swanton,OH
10,Uniontown,OH
10,Blue Ash,OH
10,New Madison,OH
10,Cairo,NY
10,Gasport,NY
10,Coeymans Hollow,NY
10,Rocky Point,NY
10,Ransomville,NY
10,Scipio Center,NY
10,Derby,NY
10,Forestport,NY
10,Monticello,NY
10,Freeville,NY
10,Montrose,NY
10,Amargosa Valley,NV
10,Orovada,NV
10,Algodones,NM
10,Raton,NM
10,Cedar Grove,NJ
10,Flemington,NJ
10,Cream Ridge,NJ
10,Franklinville,NJ
10,Branchville,NJ
10,Dunellen,NJ
10,Succasunna,NJ
10,Raymond,NH
10,Kearney,NE
10,Pleasant Dale,NE
10,Waterloo,NE
10,Gibbon,NE
10,Bowdon,ND
10,Emerado,ND
10,Larimore,ND
10,Edenton,NC
10,Marshall,NC
10,Midland,NC
10,Pinetown,NC
10,Leicester,NC
10,Robbinsville,NC
10,Belews Creek,NC
10,Council,NC
10,Waxhaw,NC
10,Hudson,NC
10,Sapphire,NC
10,Bath,NC
10,Norlina,NC
10,Grover,NC
10,Coats,NC
10,Sims,NC
10,Efland,NC
10,Stem,NC
10,Harrells,NC
10,Chadbourn,NC
10,Ruffin,NC
10,Sula,MT
10,Two Dot,MT
10,Bighorn,MT
10,Hobson,MT
10,Fairview,MT
10,Pray,MT
10,Busby,MT
10,Toomsuba,MS
10,Fair Grove,MO
10,Westbrook,MN
10,Rothsay,MN
10,Winger,MN
10,Miltona,MN
10,Clarissa,MN
10,Prinsburg,MN
10,Lapeer,MI
10,Adrian,MI
10,Constantine,MI
10,Auburn,MI
10,Bath,MI
10,Clarksville,MI
10,Riverview,MI
10,Memphis,MI
10,Alpena,MI
10,Harrison,MI
10,Millington,MI
10,Holden,ME
10,Kennedyville,MD
10,Ridgely,MD
10,Owings,MD
10,Linkwood,MD
10,Baldwin,MD
10,Northampton,MA
10,Duxbury,MA
10,Acton,MA
10,Fiskdale,MA
10,Jamaica Plain,MA
10,Uxbridge,MA
10,Franklin,MA
10,Destrehan,LA
10,Barksdale AFB,LA
10,Jackson,LA
10,Welsh,LA
10,Minden,LA
10,Nicholasville,KY
10,Campbellsburg,KY
10,Petersburg,KY
10,Bonnieville,KY
10,Underwood,IN
10,Elkhart,IN
10,Lynn,IN
10,Yoder,IN
10,Kimmell,IN
10,Eaton,IN
10,Shoals,IN
10,Albany,IN
10,Oakland City,IN
10,Floyds Knobs,IN
10,Ligonier,IN
10,Round Lake Heights,IL
10,Rock Falls,IL
10,Spring Grove,IL
10,Altamont,IL
10,Streamwood,IL
10,Emmett,ID
10,Culdesac,ID
10,Parma,ID
10,Burley,ID
10,Muscatine,IA
10,Hiawatha,IA
10,Toddville,IA
10,Zwingle,IA
10,Blencoe,IA
10,Bloomfield,IA
10,Lexington,GA
10,Waverly,GA
10,Watkinsville,GA
10,Mansfield,GA
10,Folkston,GA
10,Dudley,GA
10,Mcdonough,GA
10,Fanning Springs,FL
10,Venus,FL
10,Bascom,FL
10,Bryceville,FL
10,Cape Canaveral,FL
10,Duette,FL
10,Minneola,FL
10,Mc Alpin,FL
10,Belleair Bluffs,FL
10,Seaford,DE
10,Temple Hills,DC
10,West Suffield,CT
10,Andover,CT
10,Barkhamsted,CT
10,Lebanon,CT
10,Salem,CT
10,Moodus,CT
10,Crook,CO
10,Model,CO
10,Towaoc,CO
10,Cimarron,CO
10,Glencoe,CA
10,Alviso,CA
10,East Sierra,CA
10,San Manuel,AZ
10,Hackberry,AZ
10,Joseph City,AZ
10,Eudora,AR
10,Tyronza,AR
10,Star City,AR
10,Tuckerman,AR
10,Imboden,AR
10,Joiner,AR
10,Gordo,AL
10,New Hope,AL
10,Union Springs,AL
10,Alexander City,AL
10,Sylacauga,AL
9,Hanna,WY
9,Kenova,WV
9,Grafton,WV
9,Ghent,WV
9,Walker,WV
9,Hortonville,WI
9,Wisconsin Rapids,WI
9,Hartford,WI
9,Marshall,WI
9,Mount Horeb,WI
9,Manitowoc,WI
9,Colfax,WA
9,Kingston,WA
9,Quincy,WA
9,Bingen,WA
9,Mead,WA
9,Seatac,WA
9,Callao,VA
9,Bremo Bluff,VA
9,Port Republic,VA
9,Wise,VA
9,Monterey,VA
9,Bloxom,VA
9,Bumpass,VA
9,Ford,VA
9,Stevensburg,VA
9,Charlotte Court House,VA
9,Palmyra,VA
9,Rice,VA
9,Croydon,UT
9,Vineyard,UT
9,Hill AFB,UT
9,Coalville,UT
9,Universal City,TX
9,Sealy,TX
9,Jonestown,TX
9,Cedar Creek,TX
9,Mc Gregor,TX
9,Alvin,TX
9,Decatur,TX
9,Comanche,TX
9,Lakeway,TX
9,Corryton,TN
9,Bon Aqua,TN
9,Woodbury,TN
9,Cumberland Furnace,TN
9,Iron City,TN
9,Lawrenceburg,TN
9,Tamassee,SC
9,Ward,SC
9,Ulmer,SC
9,Calhoun Falls,SC
9,Gloverville,SC
9,Due West,SC
9,Aaronsburg,PA
9,Osceola,PA
9,East Mc Keesport,PA
9,Waymart,PA
9,Rochester Mills,PA
9,Croydon,PA
9,Linesville,PA
9,Sarver,PA
9,Line Lexington,PA
9,Allport,PA
9,Radnor,PA
9,Cleona,PA
9,Forksville,PA
9,Williamstown,PA
9,Bentleyville,PA
9,Shirleysburg,PA
9,Bellwood,PA
9,Delaware Water Gap,PA
9,Parker,PA
9,Slatington,PA
9,Glen Campbell,PA
9,Kulpmont,PA
9,Crabtree,OR
9,Wadsworth,OH
9,Seville,OH
9,Rocky River,OH
9,Blanchester,OH
9,Wickliffe,OH
9,Galloway,OH
9,Powell,OH
9,Poughquag,NY
9,Austerlitz,NY
9,Phoenix,NY
9,Horseheads,NY
9,Claverack,NY
9,Stuyvesant,NY
9,Dix Hills,NY
9,Slate Hill,NY
9,Shokan,NY
9,Rockaway Park,NY
9,Martville,NY
9,Geneva,NY
9,Spencer,NY
9,Westernville,NY
9,Pound Ridge,NY
9,Guilderland,NY
9,Riverhead,NY
9,Middleport,NY
9,Port Crane,NY
9,Manhattan,NY
9,Nichols,NY
9,Long Beach,NY
9,Caledonia,NY
9,Baker,NV
9,Logandale,NV
9,Edgewood,NM
9,San Acacia,NM
9,Branchburg,NJ
9,Shrewsbury,NJ
9,Roselle,NJ
